Datum;Periode ab;kW
01.01.2021;00:00;127,14
01.01.2021;00:15;126,16
01.01.2021;00:30;125,59
01.01.2021;00:45;124,33
01.01.2021;01:00;129,82
01.01.2021;01:15;125,59
01.01.2021;01:30;124,61
01.01.2021;01:45;121,23
01.01.2021;02:00;125,88
01.01.2021;02:15;120,38
01.01.2021;02:30;125,03
01.01.2021;02:45;123,06
01.01.2021;03:00;126,58
01.01.2021;03:15;132,63
01.01.2021;03:30;127,99
01.01.2021;03:45;123,9
01.01.2021;04:00;124,33
01.01.2021;04:15;137,98
01.01.2021;04:30;125,31
01.01.2021;04:45;126,72
01.01.2021;05:00;125,03
01.01.2021;05:15;128,41
01.01.2021;05:30;126,72
01.01.2021;05:45;131,93
01.01.2021;06:00;130,94
01.01.2021;06:15;130,24
01.01.2021;06:30;126,16
01.01.2021;06:45;130,52
01.01.2021;07:00;127,42
01.01.2021;07:15;130,66
01.01.2021;07:30;128,69
01.01.2021;07:45;130,8
01.01.2021;08:00;120,95
01.01.2021;08:15;117,99
01.01.2021;08:30;118,69
01.01.2021;08:45;119,54
01.01.2021;09:00;108,84
01.01.2021;09:15;102,5
01.01.2021;09:30;84,34
01.01.2021;09:45;70,82
01.01.2021;10:00;69,27
01.01.2021;10:15;68,01
01.01.2021;10:30;72,23
01.01.2021;10:45;34,36
01.01.2021;11:00;13,09
01.01.2021;11:15;23,09
01.01.2021;11:30;49,42
01.01.2021;11:45;32,95
01.01.2021;12:00;39,28
01.01.2021;12:15;28,86
01.01.2021;12:30;11,26
01.01.2021;12:45;27,46
01.01.2021;13:00;42,94
01.01.2021;13:15;65,33
01.01.2021;13:30;69,13
01.01.2021;13:45;53,08
01.01.2021;14:00;45,34
01.01.2021;14:15;55,9
01.01.2021;14:30;69,41
01.01.2021;14:45;73,5
01.01.2021;15:00;80,96
01.01.2021;15:15;91,24
01.01.2021;15:30;101,09
01.01.2021;15:45;114,33
01.01.2021;16:00;113,48
01.01.2021;16:15;117,43
01.01.2021;16:30;122,92
01.01.2021;16:45;129,96
01.01.2021;17:00;128,27
01.01.2021;17:15;127,14
01.01.2021;17:30;124,75
01.01.2021;17:45;128,27
01.01.2021;18:00;141,5
01.01.2021;18:15;130,94
01.01.2021;18:30;126,16
01.01.2021;18:45;129,82
01.01.2021;19:00;127,14
01.01.2021;19:15;128,41
01.01.2021;19:30;128,55
01.01.2021;19:45;126,02
01.01.2021;20:00;126,72
01.01.2021;20:15;129,4
01.01.2021;20:30;130,1
01.01.2021;20:45;124,75
01.01.2021;21:00;125,88
01.01.2021;21:15;128,83
01.01.2021;21:30;128,41
01.01.2021;21:45;125,17
01.01.2021;22:00;128,69
01.01.2021;22:15;126,58
01.01.2021;22:30;139,81
01.01.2021;22:45;126,58
01.01.2021;23:00;128,13
01.01.2021;23:15;123,9
01.01.2021;23:30;125,88
01.01.2021;23:45;125,59
02.01.2021;00:00;124,61
02.01.2021;00:15;121,79
02.01.2021;00:30;122,5
02.01.2021;00:45;123,9
02.01.2021;01:00;123,62
02.01.2021;01:15;129,4
02.01.2021;01:30;121,79
02.01.2021;01:45;128,41
02.01.2021;02:00;123,06
02.01.2021;02:15;125,17
02.01.2021;02:30;128,13
02.01.2021;02:45;128,41
02.01.2021;03:00;134,89
02.01.2021;03:15;128,27
02.01.2021;03:30;129,68
02.01.2021;03:45;126,72
02.01.2021;04:00;122,64
02.01.2021;04:15;123,76
02.01.2021;04:30;121,51
02.01.2021;04:45;127,14
02.01.2021;05:00;122,92
02.01.2021;05:15;128,27
02.01.2021;05:30;123,76
02.01.2021;05:45;127,42
02.01.2021;06:00;129,54
02.01.2021;06:15;131,93
02.01.2021;06:30;129,25
02.01.2021;06:45;126,3
02.01.2021;07:00;129,4
02.01.2021;07:15;132,07
02.01.2021;07:30;139,39
02.01.2021;07:45;123,2
02.01.2021;08:00;119,96
02.01.2021;08:15;112,78
02.01.2021;08:30;103,21
02.01.2021;08:45;88,56
02.01.2021;09:00;90,25
02.01.2021;09:15;90,25
02.01.2021;09:30;86,03
02.01.2021;09:45;77,44
02.01.2021;10:00;36,33
02.01.2021;10:15;40,27
02.01.2021;10:30;53,22
02.01.2021;10:45;79,97
02.01.2021;11:00;79,27
02.01.2021;11:15;85,47
02.01.2021;11:30;79,55
02.01.2021;11:45;85,61
02.01.2021;12:00;100,67
02.01.2021;12:15;94,62
02.01.2021;12:30;81,52
02.01.2021;12:45;82,79
02.01.2021;13:00;92,36
02.01.2021;13:15;64,91
02.01.2021;13:30;53,22
02.01.2021;13:45;83,35
02.01.2021;14:00;79,27
02.01.2021;14:15;79,97
02.01.2021;14:30;92,93
02.01.2021;14:45;91,94
02.01.2021;15:00;87,86
02.01.2021;15:15;99,4
02.01.2021;15:30;112,64
02.01.2021;15:45;107,15
02.01.2021;16:00;113,2
02.01.2021;16:15;121,79
02.01.2021;16:30;137,28
02.01.2021;16:45;128,27
02.01.2021;17:00;126,02
02.01.2021;17:15;124,04
02.01.2021;17:30;124,61
02.01.2021;17:45;125,03
02.01.2021;18:00;123,34
02.01.2021;18:15;124,47
02.01.2021;18:30;124,47
02.01.2021;18:45;124,61
02.01.2021;19:00;129,96
02.01.2021;19:15;127
02.01.2021;19:30;129,54
02.01.2021;19:45;125,59
02.01.2021;20:00;129,4
02.01.2021;20:15;119,12
02.01.2021;20:30;126,02
02.01.2021;20:45;128,97
02.01.2021;21:00;131,65
02.01.2021;21:15;127,99
02.01.2021;21:30;128,27
02.01.2021;21:45;127,28
02.01.2021;22:00;123,9
02.01.2021;22:15;128,27
02.01.2021;22:30;123,48
02.01.2021;22:45;125,31
02.01.2021;23:00;122,78
02.01.2021;23:15;121,51
02.01.2021;23:30;123,9
02.01.2021;23:45;123,2
03.01.2021;00:00;125,73
03.01.2021;00:15;124,89
03.01.2021;00:30;125,45
03.01.2021;00:45;120,38
03.01.2021;01:00;123,2
03.01.2021;01:15;128,69
03.01.2021;01:30;126,86
03.01.2021;01:45;120,95
03.01.2021;02:00;121,51
03.01.2021;02:15;124,61
03.01.2021;02:30;123,06
03.01.2021;02:45;121,51
03.01.2021;03:00;125,03
03.01.2021;03:15;123,06
03.01.2021;03:30;123,9
03.01.2021;03:45;123,9
03.01.2021;04:00;123,2
03.01.2021;04:15;122,36
03.01.2021;04:30;125,17
03.01.2021;04:45;129,25
03.01.2021;05:00;121,09
03.01.2021;05:15;123,9
03.01.2021;05:30;131,37
03.01.2021;05:45;131,65
03.01.2021;06:00;120,38
03.01.2021;06:15;124,61
03.01.2021;06:30;123,06
03.01.2021;06:45;126,16
03.01.2021;07:00;124,61
03.01.2021;07:15;124,89
03.01.2021;07:30;120,38
03.01.2021;07:45;124,33
03.01.2021;08:00;121,79
03.01.2021;08:15;119,26
03.01.2021;08:30;117,15
03.01.2021;08:45;116,58
03.01.2021;09:00;119,26
03.01.2021;09:15;116,3
03.01.2021;09:30;118,13
03.01.2021;09:45;118,41
03.01.2021;10:00;123,34
03.01.2021;10:15;113,77
03.01.2021;10:30;108,84
03.01.2021;10:45;109,4
03.01.2021;11:00;112,92
03.01.2021;11:15;115,88
03.01.2021;11:30;117,57
03.01.2021;11:45;116,58
03.01.2021;12:00;120,81
03.01.2021;12:15;110,53
03.01.2021;12:30;102,78
03.01.2021;12:45;99,26
03.01.2021;13:00;102,36
03.01.2021;13:15;108,98
03.01.2021;13:30;109,54
03.01.2021;13:45;110,53
03.01.2021;14:00;108,13
03.01.2021;14:15;115,88
03.01.2021;14:30;126,02
03.01.2021;14:45;113,63
03.01.2021;15:00;111,09
03.01.2021;15:15;113,2
03.01.2021;15:30;112,64
03.01.2021;15:45;115,46
03.01.2021;16:00;116,72
03.01.2021;16:15;120,52
03.01.2021;16:30;123,06
03.01.2021;16:45;128,97
03.01.2021;17:00;127
03.01.2021;17:15;126,3
03.01.2021;17:30;126,3
03.01.2021;17:45;131,37
03.01.2021;18:00;124,33
03.01.2021;18:15;121,79
03.01.2021;18:30;124,47
03.01.2021;18:45;132,07
03.01.2021;19:00;124,89
03.01.2021;19:15;126,02
03.01.2021;19:30;126,72
03.01.2021;19:45;126,02
03.01.2021;20:00;123,34
03.01.2021;20:15;125,73
03.01.2021;20:30;124,47
03.01.2021;20:45;125,59
03.01.2021;21:00;120,24
03.01.2021;21:15;124,47
03.01.2021;21:30;127,71
03.01.2021;21:45;129,68
03.01.2021;22:00;128,13
03.01.2021;22:15;129,11
03.01.2021;22:30;126,16
03.01.2021;22:45;125,59
03.01.2021;23:00;131,51
03.01.2021;23:15;131,08
03.01.2021;23:30;125,31
03.01.2021;23:45;124,19
04.01.2021;00:00;128,83
04.01.2021;00:15;128,13
04.01.2021;00:30;126,02
04.01.2021;00:45;126,44
04.01.2021;01:00;124,61
04.01.2021;01:15;125,88
04.01.2021;01:30;123,34
04.01.2021;01:45;123,9
04.01.2021;02:00;123,06
04.01.2021;02:15;129,68
04.01.2021;02:30;125,88
04.01.2021;02:45;124,47
04.01.2021;03:00;123,48
04.01.2021;03:15;131,37
04.01.2021;03:30;131,93
04.01.2021;03:45;127
04.01.2021;04:00;124,19
04.01.2021;04:15;128,13
04.01.2021;04:30;123,76
04.01.2021;04:45;131,93
04.01.2021;05:00;131,23
04.01.2021;05:15;129,11
04.01.2021;05:30;132,07
04.01.2021;05:45;133,9
04.01.2021;06:00;154,04
04.01.2021;06:15;182,34
04.01.2021;06:30;190,78
04.01.2021;06:45;193,32
04.01.2021;07:00;189,24
04.01.2021;07:15;191,35
04.01.2021;07:30;194,3
04.01.2021;07:45;207,96
04.01.2021;08:00;205,29
04.01.2021;08:15;196,56
04.01.2021;08:30;198,95
04.01.2021;08:45;191,21
04.01.2021;09:00;191,07
04.01.2021;09:15;193,32
04.01.2021;09:30;187,69
04.01.2021;09:45;187,83
04.01.2021;10:00;181,91
04.01.2021;10:15;185,01
04.01.2021;10:30;181,49
04.01.2021;10:45;181,77
04.01.2021;11:00;183,32
04.01.2021;11:15;185,01
04.01.2021;11:30;180,65
04.01.2021;11:45;183,88
04.01.2021;12:00;196,7
04.01.2021;12:15;190,08
04.01.2021;12:30;184,03
04.01.2021;12:45;178,96
04.01.2021;13:00;176,84
04.01.2021;13:15;172,62
04.01.2021;13:30;176,7
04.01.2021;13:45;166,85
04.01.2021;14:00;170,65
04.01.2021;14:15;167,13
04.01.2021;14:30;178,82
04.01.2021;14:45;173,75
04.01.2021;15:00;178,39
04.01.2021;15:15;180,93
04.01.2021;15:30;183,32
04.01.2021;15:45;169,24
04.01.2021;16:00;127,85
04.01.2021;16:15;134,89
04.01.2021;16:30;132,77
04.01.2021;16:45;127,56
04.01.2021;17:00;132,49
04.01.2021;17:15;130,24
04.01.2021;17:30;130,24
04.01.2021;17:45;129,25
04.01.2021;18:00;127,28
04.01.2021;18:15;128,83
04.01.2021;18:30;126,44
04.01.2021;18:45;128,55
04.01.2021;19:00;126,86
04.01.2021;19:15;130,24
04.01.2021;19:30;132,77
04.01.2021;19:45;134,04
04.01.2021;20:00;127,14
04.01.2021;20:15;130,66
04.01.2021;20:30;135,59
04.01.2021;20:45;132,63
04.01.2021;21:00;127,85
04.01.2021;21:15;124,89
04.01.2021;21:30;125,03
04.01.2021;21:45;130,1
04.01.2021;22:00;128,41
04.01.2021;22:15;126,16
04.01.2021;22:30;125,88
04.01.2021;22:45;126,16
04.01.2021;23:00;125,88
04.01.2021;23:15;125,73
04.01.2021;23:30;123,48
04.01.2021;23:45;124,04
05.01.2021;00:00;129,11
05.01.2021;00:15;130,38
05.01.2021;00:30;124,04
05.01.2021;00:45;122,92
05.01.2021;01:00;133,48
05.01.2021;01:15;123,48
05.01.2021;01:30;124,04
05.01.2021;01:45;122,5
05.01.2021;02:00;121,79
05.01.2021;02:15;121,79
05.01.2021;02:30;127,42
05.01.2021;02:45;124,75
05.01.2021;03:00;123,76
05.01.2021;03:15;121,79
05.01.2021;03:30;123,76
05.01.2021;03:45;123,62
05.01.2021;04:00;123,9
05.01.2021;04:15;122,21
05.01.2021;04:30;131,51
05.01.2021;04:45;124,19
05.01.2021;05:00;132,49
05.01.2021;05:15;141,22
05.01.2021;05:30;133,76
05.01.2021;05:45;129,11
05.01.2021;06:00;141,22
05.01.2021;06:15;175,16
05.01.2021;06:30;202,33
05.01.2021;06:45;191,21
05.01.2021;07:00;193,32
05.01.2021;07:15;198,95
05.01.2021;07:30;205,71
05.01.2021;07:45;202,75
05.01.2021;08:00;195,43
05.01.2021;08:15;197,12
05.01.2021;08:30;190,22
05.01.2021;08:45;190,78
05.01.2021;09:00;179,1
05.01.2021;09:15;160,93
05.01.2021;09:30;161,36
05.01.2021;09:45;154,74
05.01.2021;10:00;144,6
05.01.2021;10:15;126,02
05.01.2021;10:30;122,92
05.01.2021;10:45;45,06
05.01.2021;11:00;34,64
05.01.2021;11:15;100,39
05.01.2021;11:30;135,87
05.01.2021;11:45;115,03
05.01.2021;12:00;103,63
05.01.2021;12:15;119,96
05.01.2021;12:30;138,69
05.01.2021;12:45;132,35
05.01.2021;13:00;141,5
05.01.2021;13:15;157,98
05.01.2021;13:30;154,32
05.01.2021;13:45;154,74
05.01.2021;14:00;163,19
05.01.2021;14:15;160,51
05.01.2021;14:30;164,31
05.01.2021;14:45;173,89
05.01.2021;15:00;165,72
05.01.2021;15:15;179,66
05.01.2021;15:30;171,07
05.01.2021;15:45;153,33
05.01.2021;16:00;132,77
05.01.2021;16:15;135,59
05.01.2021;16:30;135,31
05.01.2021;16:45;135,03
05.01.2021;17:00;138,55
05.01.2021;17:15;141,79
05.01.2021;17:30;138,41
05.01.2021;17:45;131,93
05.01.2021;18:00;131,37
05.01.2021;18:15;140,24
05.01.2021;18:30;135,03
05.01.2021;18:45;130,38
05.01.2021;19:00;129,11
05.01.2021;19:15;127,42
05.01.2021;19:30;135,03
05.01.2021;19:45;130,24
05.01.2021;20:00;129,68
05.01.2021;20:15;130,24
05.01.2021;20:30;131,51
05.01.2021;20:45;128,97
05.01.2021;21:00;128,83
05.01.2021;21:15;129,25
05.01.2021;21:30;129,82
05.01.2021;21:45;132,07
05.01.2021;22:00;138,12
05.01.2021;22:15;130,1
05.01.2021;22:30;130,52
05.01.2021;22:45;142,63
05.01.2021;23:00;130,94
05.01.2021;23:15;128,13
05.01.2021;23:30;130,38
05.01.2021;23:45;127,14
06.01.2021;00:00;128,83
06.01.2021;00:15;127,56
06.01.2021;00:30;131,23
06.01.2021;00:45;125,31
06.01.2021;01:00;129,54
06.01.2021;01:15;124,47
06.01.2021;01:30;125,88
06.01.2021;01:45;129,68
06.01.2021;02:00;125,31
06.01.2021;02:15;131,08
06.01.2021;02:30;127,71
06.01.2021;02:45;130,94
06.01.2021;03:00;138,97
06.01.2021;03:15;128,27
06.01.2021;03:30;122,92
06.01.2021;03:45;128,13
06.01.2021;04:00;125,31
06.01.2021;04:15;126,72
06.01.2021;04:30;128,69
06.01.2021;04:45;130,66
06.01.2021;05:00;129,25
06.01.2021;05:15;136,01
06.01.2021;05:30;129,68
06.01.2021;05:45;136,29
06.01.2021;06:00;132,49
06.01.2021;06:15;134,32
06.01.2021;06:30;137,98
06.01.2021;06:45;142,77
06.01.2021;07:00;138,97
06.01.2021;07:15;151,08
06.01.2021;07:30;141,5
06.01.2021;07:45;142,63
