Datum;Periode ab;kW
01.01.2021;00:00;705,60
01.01.2021;00:15;655,20
01.01.2021;00:30;680,40
01.01.2021;00:45;680,40
01.01.2021;01:00;655,20
01.01.2021;01:15;655,20
01.01.2021;01:30;680,40
01.01.2021;01:45;680,40
01.01.2021;02:00;680,40
01.01.2021;02:15;680,40
01.01.2021;02:30;680,40
01.01.2021;02:45;680,40
01.01.2021;03:00;655,20
01.01.2021;03:15;680,40
01.01.2021;03:30;680,40
01.01.2021;03:45;680,40
01.01.2021;04:00;680,40
01.01.2021;04:15;730,80
01.01.2021;04:30;705,60
01.01.2021;04:45;730,80
01.01.2021;05:00;756,00
01.01.2021;05:15;882,00
01.01.2021;05:30;882,00
01.01.2021;05:45;907,20
01.01.2021;06:00;932,40
01.01.2021;06:15;957,60
01.01.2021;06:30;907,20
01.01.2021;06:45;957,60
01.01.2021;07:00;932,40
01.01.2021;07:15;882,00
01.01.2021;07:30;932,40
01.01.2021;07:45;907,20
01.01.2021;08:00;856,80
01.01.2021;08:15;907,20
01.01.2021;08:30;856,80
01.01.2021;08:45;882,00
01.01.2021;09:00;856,80
01.01.2021;09:15;882,00
01.01.2021;09:30;856,80
01.01.2021;09:45;882,00
01.01.2021;10:00;856,80
01.01.2021;10:15;882,00
01.01.2021;10:30;882,00
01.01.2021;10:45;882,00
01.01.2021;11:00;882,00
01.01.2021;11:15;882,00
01.01.2021;11:30;856,80
01.01.2021;11:45;882,00
01.01.2021;12:00;907,20
01.01.2021;12:15;882,00
01.01.2021;12:30;831,60
01.01.2021;12:45;882,00
01.01.2021;13:00;907,20
01.01.2021;13:15;882,00
01.01.2021;13:30;856,80
01.01.2021;13:45;882,00
01.01.2021;14:00;882,00
01.01.2021;14:15;856,80
01.01.2021;14:30;882,00
01.01.2021;14:45;907,20
01.01.2021;15:00;856,80
01.01.2021;15:15;882,00
01.01.2021;15:30;907,20
01.01.2021;15:45;856,80
01.01.2021;16:00;882,00
01.01.2021;16:15;882,00
01.01.2021;16:30;907,20
01.01.2021;16:45;907,20
01.01.2021;17:00;907,20
01.01.2021;17:15;907,20
01.01.2021;17:30;907,20
01.01.2021;17:45;907,20
01.01.2021;18:00;882,00
01.01.2021;18:15;907,20
01.01.2021;18:30;907,20
01.01.2021;18:45;856,80
01.01.2021;19:00;907,20
01.01.2021;19:15;856,80
01.01.2021;19:30;907,20
01.01.2021;19:45;907,20
01.01.2021;20:00;882,00
01.01.2021;20:15;907,20
01.01.2021;20:30;907,20
01.01.2021;20:45;882,00
01.01.2021;21:00;806,40
01.01.2021;21:15;756,00
01.01.2021;21:30;730,80
01.01.2021;21:45;705,60
01.01.2021;22:00;680,40
01.01.2021;22:15;680,40
01.01.2021;22:30;680,40
01.01.2021;22:45;680,40
01.01.2021;23:00;680,40
01.01.2021;23:15;680,40
01.01.2021;23:30;680,40
01.01.2021;23:45;705,60
02.01.2021;00:00;680,40
02.01.2021;00:15;705,60
02.01.2021;00:30;655,20
02.01.2021;00:45;680,40
02.01.2021;01:00;705,60
02.01.2021;01:15;680,40
02.01.2021;01:30;680,40
02.01.2021;01:45;680,40
02.01.2021;02:00;680,40
02.01.2021;02:15;705,60
02.01.2021;02:30;655,20
02.01.2021;02:45;680,40
02.01.2021;03:00;705,60
02.01.2021;03:15;655,20
02.01.2021;03:30;680,40
02.01.2021;03:45;680,40
02.01.2021;04:00;705,60
02.01.2021;04:15;705,60
02.01.2021;04:30;705,60
02.01.2021;04:45;730,80
02.01.2021;05:00;756,00
02.01.2021;05:15;882,00
02.01.2021;05:30;882,00
02.01.2021;05:45;932,40
02.01.2021;06:00;907,20
02.01.2021;06:15;957,60
02.01.2021;06:30;907,20
02.01.2021;06:45;907,20
02.01.2021;07:00;907,20
02.01.2021;07:15;907,20
02.01.2021;07:30;882,00
02.01.2021;07:45;907,20
02.01.2021;08:00;856,80
02.01.2021;08:15;882,00
02.01.2021;08:30;831,60
02.01.2021;08:45;856,80
02.01.2021;09:00;882,00
02.01.2021;09:15;806,40
02.01.2021;09:30;856,80
02.01.2021;09:45;856,80
02.01.2021;10:00;831,60
02.01.2021;10:15;831,60
02.01.2021;10:30;856,80
02.01.2021;10:45;831,60
02.01.2021;11:00;856,80
02.01.2021;11:15;856,80
02.01.2021;11:30;831,60
02.01.2021;11:45;831,60
02.01.2021;12:00;856,80
02.01.2021;12:15;856,80
02.01.2021;12:30;831,60
02.01.2021;12:45;856,80
02.01.2021;13:00;882,00
02.01.2021;13:15;856,80
02.01.2021;13:30;856,80
02.01.2021;13:45;882,00
02.01.2021;14:00;856,80
02.01.2021;14:15;856,80
02.01.2021;14:30;831,60
02.01.2021;14:45;882,00
02.01.2021;15:00;882,00
02.01.2021;15:15;907,20
02.01.2021;15:30;907,20
02.01.2021;15:45;882,00
02.01.2021;16:00;907,20
02.01.2021;16:15;932,40
02.01.2021;16:30;932,40
02.01.2021;16:45;907,20
02.01.2021;17:00;957,60
02.01.2021;17:15;957,60
02.01.2021;17:30;932,40
02.01.2021;17:45;957,60
02.01.2021;18:00;932,40
02.01.2021;18:15;932,40
02.01.2021;18:30;957,60
02.01.2021;18:45;907,20
02.01.2021;19:00;957,60
02.01.2021;19:15;907,20
02.01.2021;19:30;957,60
02.01.2021;19:45;907,20
02.01.2021;20:00;932,40
02.01.2021;20:15;907,20
02.01.2021;20:30;907,20
02.01.2021;20:45;932,40
02.01.2021;21:00;831,60
02.01.2021;21:15;756,00
02.01.2021;21:30;806,40
02.01.2021;21:45;730,80
02.01.2021;22:00;730,80
02.01.2021;22:15;756,00
02.01.2021;22:30;705,60
02.01.2021;22:45;730,80
02.01.2021;23:00;730,80
02.01.2021;23:15;730,80
02.01.2021;23:30;705,60
02.01.2021;23:45;730,80
03.01.2021;00:00;730,80
03.01.2021;00:15;730,80
03.01.2021;00:30;730,80
03.01.2021;00:45;730,80
03.01.2021;01:00;705,60
03.01.2021;01:15;730,80
03.01.2021;01:30;730,80
03.01.2021;01:45;705,60
03.01.2021;02:00;705,60
03.01.2021;02:15;730,80
03.01.2021;02:30;730,80
03.01.2021;02:45;705,60
03.01.2021;03:00;756,00
03.01.2021;03:15;705,60
03.01.2021;03:30;730,80
03.01.2021;03:45;705,60
03.01.2021;04:00;756,00
03.01.2021;04:15;705,60
